"Concrete Grade","Concrete Source","Qty.","Age","Weight in Kg.","Density in MT/m3","Load in KN","Comp. Strength in %"
"M-50","ACC PLANT","23M3",7,8.69,2574.81481481481,860.4,77.2385185185185
"M-50","ACC PLANT","23M3",28,8.77,2598.51851851852,1284.2,119.795555555556
"M-50","ACC PLANT","23M3",28,8.625,2555.55555555556,1538.1,119.795555555556
"M-50","ACC PLANT","23M3",28,8.765,2597.03703703704,1220.8,119.795555555556
"M-70","ACC PLANT","4m3",7,8.735,2588.14814814815,1157.7,65.0306878306878
"M-70","ACC PLANT","4m3",7,8.735,2588.14814814815,836.1,65.0306878306878
"M-70","ACC PLANT","4m3",7,8.685,2573.33333333333,1078.9,65.0306878306878
"M-70","ACC PLANT","4m3",28,8.735,2588.14814814815,1672.9,111.140740740741
"M-70","ACC PLANT","4m3",28,8.755,2594.07407407407,1905.6,111.140740740741
"M-70","ACC PLANT","4m3",28,8.82,2613.33333333333,1672.9,111.140740740741
"M-70","ACC PLANT","14M3",7,8.56,2536.2962962963,814.3,58.5502645502646
"M-70","ACC PLANT","14M3",7,8.51,2521.48148148148,889.1,58.5502645502646
"M-70","ACC PLANT","14M3",7,8.45,2503.7037037037,1063.1,58.5502645502646
"M-70","ACC PLANT","14M3",28,8.475,2511.11111111111,1414.6,87.5640211640212
"M-70","ACC PLANT","14M3",28,8.435,2499.25925925926,1472.1,87.5640211640212
"M-70","ACC PLANT","14M3",28,8.47,2509.62962962963,1250.7,87.5640211640212
"M-70","ACC PLANT","14M3",7,8.74,2589.62962962963,948.2,70.3111111111111
"M-70","ACC PLANT","14M3",7,8.785,2602.96296296296,1235.7,70.3111111111111
"M-70","ACC PLANT","14M3",7,8.68,2571.85185185185,1138.3,70.3111111111111
"M-70","ACC PLANT","14M3",28,8.648,2562.37037037037,1592.9,86.3851851851852
"M-70","ACC PLANT","14M3",28,8.73,2586.66666666667,1392.2,86.3851851851852
"M-70","ACC PLANT","14M3",28,8.675,2570.37037037037,1096.6,86.3851851851852
"M-50","ACC PLANT","16 M3",7,8.73,2586.66666666667,843.1,75.0251851851852
"M-50","ACC PLANT","16 M3",7,8.845,2620.74074074074,883.8,75.0251851851852
"M-50","ACC PLANT","16 M3",7,8.84,2619.25925925926,805.2,75.0251851851852
"M-50","ACC PLANT","16 M3",28,8.65,2562.96296296296,1212.9,110.915555555556
"M-50","ACC PLANT","16 M3",28,8.685,2573.33333333333,1153.9,110.915555555556
"M-50","ACC PLANT","16 M3",28,8.64,2560,1376.6,110.915555555556
"M-50","ACC PLANT","16 M3",7,8.465,2508.14814814815,756,71.4548148148148
"M-50","ACC PLANT","16 M3",7,8.365,2478.51851851852,816.8,71.4548148148148
"M-50","ACC PLANT","16 M3",7,8.44,2500.74074074074,838.8,71.4548148148148
"M-50","ACC PLANT","16 M3",28,8.425,2496.2962962963,962.4,90.7140740740741
"M-50","ACC PLANT","16 M3",28,8.395,2487.40740740741,827.7,90.7140740740741
"M-50","ACC PLANT","16 M3",28,8.445,2502.22222222222,1271.5,90.7140740740741
"M-70","ACC PLANT","17 M3",7,8.925,2644.44444444444,835.8,60.184126984127
"M-70","ACC PLANT","17 M3",7,8.9,2637.03703703704,1022.3,60.184126984127
"M-70","ACC PLANT","17 M3",7,8.905,2638.51851851852,985.6,60.184126984127
"M-70","ACC PLANT","17 M3",28,8.78,2601.48148148148,1579.5,101.906878306878
"M-70","ACC PLANT","17 M3",28,8.84,2619.25925925926,1635.8,101.906878306878
"M-70","ACC PLANT","17 M3",28,8.83,2616.2962962963,1599.8,101.906878306878
"M-70","ACC PLANT","17 M3",7,8.71,2580.74074074074,950.8,65.4899470899471
"M-70","ACC PLANT","17 M3",7,8.87,2628.14814814815,940.4,65.4899470899471
"M-70","ACC PLANT","17 M3",7,8.74,2589.62962962963,1203.2,65.4899470899471
"M-70","ACC PLANT","17 M3",28,8.805,2608.88888888889,1502.9,86.0952380952381
"M-70","ACC PLANT","17 M3",28,8.735,2588.14814814815,1631.9,86.0952380952381
"M-70","ACC PLANT","17 M3",28,8.73,2586.66666666667,933.2,86.0952380952381
"M-70","ACC PLANT","17 M3",7,8.61,2551.11111111111,1163.7,76.5396825396825
"M-70","ACC PLANT","17 M3",7,8.72,2583.7037037037,1285.6,76.5396825396825
"M-70","ACC PLANT","17 M3",7,8.735,2588.14814814815,1167.2,76.5396825396825
"M-70","ACC PLANT","17 M3",28,8.675,2570.37037037037,1554,96.3111111111111
"M-70","ACC PLANT","17 M3",28,8.68,2571.85185185185,1418.1,96.3111111111111
"M-70","ACC PLANT","17 M3",28,8.685,2573.33333333333,1578.6,96.3111111111111
"M50","Lafarge","24M3",7,8.65,2562.96296296296,874.9,81.4074074074074
"M50","Lafarge","24M3",7,8.28,2453.33333333333,846.7,81.4074074074074
"M50","Lafarge","24M3",7,8.58,2542.22222222222,1025.9,81.4074074074074
"M50","Lafarge","24M3",28,8.71,2580.74074074074,1342.8,123.158518518519
"M50","Lafarge","24M3",28,8.64,2560,1253.8,123.158518518519
"M50","Lafarge","24M3",28,8.67,2568.88888888889,1560,123.158518518519
"M50","Lafarge","24M3",7,8.51,2521.48148148148,789.6,66.7703703703704
"M50","Lafarge","24M3",7,8.615,2552.59259259259,615.9,66.7703703703704
"M50","Lafarge","24M3",7,8.35,2474.07407407407,848,66.7703703703704
"M50","Lafarge","24M3",28,8.6,2548.14814814815,1536.8,128.565925925926
"M50","Lafarge","24M3",28,8.675,2570.37037037037,1399.2,128.565925925926
"M50","Lafarge","24M3",28,8.55,2533.33333333333,1403.1,128.565925925926
"M50","Lafarge","24M3",7,8.74,2589.62962962963,1082.7,82.562962962963
"M50","Lafarge","24M3",7,8.615,2552.59259259259,875.1,82.562962962963
"M50","Lafarge","24M3",7,8.51,2521.48148148148,828.7,82.562962962963
"M50","Lafarge","24M3",28,8.61,2551.11111111111,1615.1,121.884444444444
"M50","Lafarge","24M3",28,8.61,2551.11111111111,1027,121.884444444444
"M50","Lafarge","24M3",28,8.655,2564.44444444444,1471.5,121.884444444444
"M-50","Lafarge","70M3",7,8.505,2520,843.5,82.2933333333333
"M-50","Lafarge","70M3",7,8.56,2536.2962962963,1070.7,82.2933333333333
"M-50","Lafarge","70M3",7,8.435,2499.25925925926,863.2,82.2933333333333
"M-50","Lafarge","70M3",28,8.59,2545.18518518519,1453.9,125.016296296296
"M-50","Lafarge","70M3",28,8.58,2542.22222222222,1450.1,125.016296296296
"M-50","Lafarge","70M3",28,8.56,2536.2962962963,1315.3,125.016296296296
"M-50","Lafarge","70M3",7,8.7,2577.77777777778,1065.4,89.3274074074074
"M-50","Lafarge","70M3",7,8.66,2565.92592592593,968.8,89.3274074074074
"M-50","Lafarge","70M3",7,8.705,2579.25925925926,980.6,89.3274074074074
"M-50","Lafarge","70M3",28,8.69,2574.81481481481,1602.4,129.644444444444
"M-50","Lafarge","70M3",28,8.675,2570.37037037037,1225.3,129.644444444444
"M-50","Lafarge","70M3",28,8.7,2577.77777777778,1547.8,129.644444444444
"M-50","Lafarge","70M3",7,8.545,2531.85185185185,958.5,89.0251851851852
"M-50","Lafarge","70M3",7,8.51,2521.48148148148,1013.7,89.0251851851852
"M-50","Lafarge","70M3",7,8.495,2517.03703703704,1032.4,89.0251851851852
"M-50","Lafarge","70M3",28,8.57,2539.25925925926,1378.7,122.02962962963
"M-50","Lafarge","70M3",28,8.54,2530.37037037037,1290.4,122.02962962963
"M-50","Lafarge","70M3",28,8.59,2545.18518518519,1449.4,122.02962962963
"M-50","Lafarge","70M3",7,8.66,2565.92592592593,964.3,80.9481481481481
"M-50","Lafarge","70M3",7,8.64,2560,919.8,80.9481481481481
"M-50","Lafarge","70M3",7,8.63,2557.03703703704,847.9,80.9481481481481
"M-50","Lafarge","70M3",28,8.75,2592.59259259259,1155.3,113.232592592593
"M-50","Lafarge","70M3",28,8.63,2557.03703703704,1330,113.232592592593
"M-50","Lafarge","70M3",28,8.585,2543.7037037037,1336.3,113.232592592593
"M-50","Lafarge","70M3",7,8.635,2558.51851851852,753,72.2607407407407
"M-50","Lafarge","70M3",7,8.56,2536.2962962963,822.9,72.2607407407407
"M-50","Lafarge","70M3",7,8.54,2530.37037037037,862.9,72.2607407407407
"M-50","Lafarge","70M3",28,8.51,2521.48148148148,1467.7,115.534814814815
"M-50","Lafarge","70M3",28,8.585,2543.7037037037,1171.9,115.534814814815
"M-50","Lafarge","70M3",28,8.555,2534.81481481481,1259.7,115.534814814815
"M70","Lafarge","12M3",7,8.705,2579.25925925926,1021.9,64.5312169312169
"M70","Lafarge","12M3",7,8.695,2576.2962962963,1128.2,64.5312169312169
"M70","Lafarge","12M3",7,8.63,2557.03703703704,899,64.5312169312169
"M70","Lafarge","12M3",28,8.78,2601.48148148148,1071.9,93.5005291005291
"M70","Lafarge","12M3",28,8.615,2552.59259259259,1596.3,93.5005291005291
"M70","Lafarge","12M3",28,8.63,2557.03703703704,1749.7,93.5005291005291
"M70","Lafarge","12M3",7,8.77,2598.51851851852,1213.9,74.7513227513227
"M70","Lafarge","12M3",7,8.87,2628.14814814815,1161,74.7513227513227
"M70","Lafarge","12M3",7,8.925,2644.44444444444,1157.1,74.7513227513227
"M70","Lafarge","12M3",28,8.75,2592.59259259259,1878.1,106.171428571429
"M70","Lafarge","12M3",28,8.8,2607.40740740741,1442.5,106.171428571429
"M70","Lafarge","12M3",28,8.735,2588.14814814815,1696,106.171428571429
"M-50","Lafarge","28M3",7,8.55,2533.33333333333,872.6,81.7659259259259
"M-50","Lafarge","28M3",7,8.575,2540.74074074074,952.8,81.7659259259259
"M-50","Lafarge","28M3",7,8.495,2517.03703703704,934.2,81.7659259259259
"M-50","Lafarge","28M3",28,8.41,2491.85185185185,1121.2,107.632592592593
"M-50","Lafarge","28M3",28,8.38,2482.96296296296,1148.5,107.632592592593
"M-50","Lafarge","28M3",28,8.34,2471.11111111111,1362.9,107.632592592593
"M-50","Lafarge","28M3",7,8.41,2491.85185185185,847.5,83.4637037037037
"M-50","Lafarge","28M3",7,8.365,2478.51851851852,969.8,83.4637037037037
"M-50","Lafarge","28M3",7,8.41,2491.85185185185,999.6,83.4637037037037
"M-50","Lafarge","28M3",28,8.36,2477.03703703704,1385.4,103.851851851852
"M-50","Lafarge","28M3",28,8.26,2447.40740740741,966.8,103.851851851852
"M-50","Lafarge","28M3",28,8.285,2454.81481481481,1152.8,103.851851851852
"M-50","Lafarge","28M3",7,8.47,2509.62962962963,962.9,80.6785185185185
"M-50","Lafarge","28M3",7,8.485,2514.07407407407,920.9,80.6785185185185
"M-50","Lafarge","28M3",7,8.49,2515.55555555556,839.1,80.6785185185185
"M-50","Lafarge","28M3",28,8.27,2450.37037037037,1340.6,98.4888888888889
"M-50","Lafarge","28M3",28,8.315,2463.7037037037,873.1,98.4888888888889
"M-50","Lafarge","28M3",28,8.27,2450.37037037037,1110.3,98.4888888888889
"M70","Lafarge","3.5M3",7,8.665,2567.40740740741,1076,78.3978835978836
"M70","Lafarge","3.5M3",7,8.8,2607.40740740741,1320.1,78.3978835978836
"M70","Lafarge","3.5M3",7,8.71,2580.74074074074,1308.2,78.3978835978836
"M70","Lafarge","3.5M3",28,8.6,2548.14814814815,1062.4,70.5883597883598
"M70","Lafarge","3.5M3",28,8.605,2549.62962962963,1174,70.5883597883598
"M70","Lafarge","3.5M3",28,8.66,2565.92592592593,1098.9,70.5883597883598
"M-70","Lafarge","5M3",7,8.64,2560,1006.7,62.9502645502646
"M-70","Lafarge","5M3",7,8.56,2536.2962962963,827.9,62.9502645502646
"M-70","Lafarge","5M3",7,8.67,2568.88888888889,1139.8,62.9502645502646
"M-70","Lafarge","5M3",28,8.53,2527.40740740741,1853.1,115.271957671958
"M-70","Lafarge","5M3",28,8.575,2540.74074074074,2018.4,115.271957671958
"M-70","Lafarge","5M3",28,8.55,2533.33333333333,1575.1,115.271957671958
"M70","Lafarge","3M3",7,8.815,2611.85185185185,1148.2,80.2116402116402
"M70","Lafarge","3M3",7,8.84,2619.25925925926,1164.2,80.2116402116402
"M70","Lafarge","3M3",7,8.75,2592.59259259259,1477.6,80.2116402116402
"M70","Lafarge","3M3",28,8.755,2594.07407407407,1251,75.9280423280423
"M70","Lafarge","3M3",28,8.81,2610.37037037037,1425.9,75.9280423280423
"M70","Lafarge","3M3",28,8.715,2582.22222222222,910.7,75.9280423280423
"M70","Lafarge","3M3",28,8.67,2568.88888888889,1432.8,79.242328042328
"M70","Lafarge","3M3",28,8.595,2546.66666666667,1153.9,79.242328042328
"M70","Lafarge","3M3",28,8.65,2562.96296296296,1157.5,79.242328042328
"M-70","Lafarge","6M3",7,8.69,2574.81481481481,1024.6,73.2783068783069
"M-70","Lafarge","6M3",7,8.79,2604.44444444444,1237.8,73.2783068783069
"M-70","Lafarge","6M3",7,8.79,2604.44444444444,1200,73.2783068783069
"M-70","Lafarge","6M3",28,8.66,2565.92592592593,1788.5,111.087830687831
"M-70","Lafarge","6M3",28,8.59,2545.18518518519,1507.6,111.087830687831
"M-70","Lafarge","6M3",28,8.59,2545.18518518519,1952.8,111.087830687831
"M-70","Lafarge","6M3",28,8.445,2502.22222222222,1477.2,92.7005291005291
"M-70","Lafarge","6M3",28,8.275,2451.85185185185,1384.5,92.7005291005291
"M-70","Lafarge","6M3",28,8.325,2466.66666666667,1518.4,92.7005291005291
"M-50","Lafarge","14.5 m3",7,8.39,2485.92592592593,942.7,82.9303703703704
"M-50","Lafarge","14.5 m3",7,8.4,2488.88888888889,973.9,82.9303703703704
"M-50","Lafarge","14.5 m3",7,8.54,2530.37037037037,882.3,82.9303703703704
"M-50","Lafarge","14.5 m3",28,8.375,2481.48148148148,1368.4,110.743703703704
"M-50","Lafarge","14.5 m3",28,8.4,2488.88888888889,1191.5,110.743703703704
"M-50","Lafarge","14.5 m3",28,8.375,2481.48148148148,1177.7,110.743703703704
"M-50","Lafarge","14.5 m3",28,8.36,2477.03703703704,1141.9,106.865185185185
"M-50","Lafarge","14.5 m3",28,8.25,2444.44444444444,1225.6,106.865185185185
"M-50","Lafarge","14.5 m3",28,8.22,2435.55555555556,1239.2,106.865185185185
"M-50","Lafarge","14.5 m3",7,8.58,2542.22222222222,897.5,81.282962962963
"M-50","Lafarge","14.5 m3",7,8.51,2521.48148148148,935.3,81.282962962963
"M-50","Lafarge","14.5 m3",7,8.595,2546.66666666667,910.5,81.282962962963
"M-50","Lafarge","14.5 m3",28,8.625,2555.55555555556,1434.5,83.8814814814815
"M-50","Lafarge","14.5 m3",28,8.64,2560,1396.5,83.8814814814815
"M-50","Lafarge","14.5 m3",28,8.47,2509.62962962963,NA,83.8814814814815
"M70","Lafarge","20 M3",7,8.56,2536.2962962963,1013.8,71.0010582010582
"M70","Lafarge","20 M3",7,8.61,2551.11111111111,1221.3,71.0010582010582
"M70","Lafarge","20 M3",7,8.64,2560,1119.7,71.0010582010582
"M70","Lafarge","20 M3",28,8.565,2537.77777777778,1693.4,112.833862433862
"M70","Lafarge","20 M3",28,8.445,2502.22222222222,1948,112.833862433862
"M70","Lafarge","20 M3",28,8.62,2554.07407407407,1690,112.833862433862
"M70","Lafarge","20 M3",28,8.455,2505.18518518519,1870.6,113.451851851852
"M70","Lafarge","20 M3",28,8.375,2481.48148148148,1778.5,113.451851851852
"M70","Lafarge","20 M3",28,8.41,2491.85185185185,1711.5,113.451851851852
"M70","Lafarge","20 M3",7,8.49,2515.55555555556,924.2,63.2190476190476
"M70","Lafarge","20 M3",7,8.475,2511.11111111111,886.5,63.2190476190476
"M70","Lafarge","20 M3",7,8.48,2512.59259259259,1176.4,63.2190476190476
"M70","Lafarge","20 M3",28,8.53,2527.40740740741,1750.3,109.84126984127
"M70","Lafarge","20 M3",28,8.56,2536.2962962963,1738.5,109.84126984127
"M70","Lafarge","20 M3",28,8.49,2515.55555555556,1701.2,109.84126984127
"M70","Lafarge","20 M3",7,8.42,2494.81481481481,831,62.1798941798941
"M70","Lafarge","20 M3",7,8.51,2521.48148148148,1115.1,62.1798941798941
"M70","Lafarge","20 M3",7,8.415,2493.33333333333,991.9,62.1798941798941
"M70","Lafarge","20 M3",28,8.71,2580.74074074074,1663.5,111.420105820106
"M70","Lafarge","20 M3",28,8.68,2571.85185185185,1790.6,111.420105820106
"M70","Lafarge","20 M3",28,8.68,2571.85185185185,1810.5,111.420105820106
"M70","Lafarge","3M3",7,8.37,2480,923.6,60.5820105820106
"M70","Lafarge","3M3",7,8.465,2508.14814814815,1051.4,60.5820105820106
"M70","Lafarge","3M3",7,8.425,2496.2962962963,887.5,60.5820105820106
"M70","Lafarge","3M3",28,8.39,2485.92592592593,1718.5,92.184126984127
"M70","Lafarge","3M3",28,8.435,2499.25925925926,1448.7,92.184126984127
"M70","Lafarge","3M3",28,8.45,2503.7037037037,1188.5,92.184126984127
"M70","Lafarge","29.0M3",7,8.61,2551.11111111111,1112.8,77.3862433862434
"M70","Lafarge","29.0M3",7,8.77,2598.51851851852,1362.9,77.3862433862434
"M70","Lafarge","29.0M3",7,8.63,2557.03703703704,1180.8,77.3862433862434
"M70","Lafarge","29.0M3",28,8.47,2509.62962962963,1225.8,81.0222222222221
"M70","Lafarge","29.0M3",28,8.55,2533.33333333333,1345.8,81.0222222222221
"M70","Lafarge","29.0M3",28,8.6,2548.14814814815,1256.7,81.0222222222221
"M70","Lafarge","29.0M3",7,8.5,2518.51851851852,1115.8,67.6338624338624
"M70","Lafarge","29.0M3",7,8.52,2524.44444444444,1097.7,67.6338624338624
"M70","Lafarge","29.0M3",7,8.595,2546.66666666667,982.2,67.6338624338624
"M70","Lafarge","29.0M3",28,8.515,2522.96296296296,1567.5,97.4497354497354
"M70","Lafarge","29.0M3",28,8.515,2522.96296296296,1439.9,97.4497354497354
"M70","Lafarge","29.0M3",28,8.42,2494.81481481481,1597.1,97.4497354497354
"M70","Lafarge","29.0M3",7,8.415,2493.33333333333,1048.4,66.4021164021164
"M70","Lafarge","29.0M3",7,8.51,2521.48148148148,1157.9,66.4021164021164
"M70","Lafarge","29.0M3",7,8.56,2536.2962962963,931.2,66.4021164021164
"M70","Lafarge","29.0M3",28,8.33,2468.14814814815,1470.3,91.0412698412699
"M70","Lafarge","29.0M3",28,8.49,2515.55555555556,1367.3,91.0412698412699
"M70","Lafarge","29.0M3",28,8.46,2506.66666666667,1464.1,91.0412698412699
"M-50","Lafarge","98M3",7,8.47,2509.62962962963,1105.8,97.1140740740741
"M-50","Lafarge","98M3",7,8.345,2472.59259259259,1083.9,97.1140740740741
"M-50","Lafarge","98M3",7,8.47,2509.62962962963,1087.9,97.1140740740741
"M-50","Lafarge","98M3",28,8.29,2456.2962962963,1579,131.994074074074
"M-50","Lafarge","98M3",28,8.395,2487.40740740741,1553.6,131.994074074074
"M-50","Lafarge","98M3",28,8.3,2459.25925925926,1322.2,131.994074074074
"M-50","Lafarge","98M3",7,8.6,2548.14814814815,927,87.8577777777778
"M-50","Lafarge","98M3",7,8.615,2552.59259259259,1084.3,87.8577777777778
"M-50","Lafarge","98M3",7,8.595,2546.66666666667,953.9,87.8577777777778
"M-50","Lafarge","98M3",28,8.6,2548.14814814815,1399,122.118518518519
"M-50","Lafarge","98M3",28,8.525,2525.92592592593,1288.2,122.118518518519
"M-50","Lafarge","98M3",28,8.13,2408.88888888889,1434.3,122.118518518519
"M-50","Lafarge","98M3",7,8.82,2613.33333333333,899.2,79.4696296296296
"M-50","Lafarge","98M3",7,8.645,2561.48148148148,823.4,79.4696296296296
"M-50","Lafarge","98M3",7,8.68,2571.85185185185,959.5,79.4696296296296
"M-50","Lafarge","98M3",28,8.685,2573.33333333333,1228.5,123.38962962963
"M-50","Lafarge","98M3",28,8.49,2515.55555555556,1502.1,123.38962962963
"M-50","Lafarge","98M3",28,8.5,2518.51851851852,1433.8,123.38962962963
"M-50","Lafarge","98M3",7,8.67,2568.88888888889,816.1,79.2444444444445
"M-50","Lafarge","98M3",7,8.63,2557.03703703704,959.9,79.2444444444445
"M-50","Lafarge","98M3",7,8.585,2543.7037037037,898.5,79.2444444444445
"M-50","Lafarge","98M3",28,8.54,2530.37037037037,1153.1,104.091851851852
"M-50","Lafarge","98M3",28,8.59,2545.18518518519,1206.9,104.091851851852
"M-50","Lafarge","98M3",28,8.505,2520,1153.1,104.091851851852
"M-50","Lafarge","98M3",7,8.45,2503.7037037037,921.8,71.2
"M-50","Lafarge","98M3",7,8.48,2512.59259259259,830.3,71.2
"M-50","Lafarge","98M3",7,8.4,2488.88888888889,650.9,71.2
"M-50","Lafarge","98M3",28,8.385,2484.44444444444,1251.7,120.900740740741
"M-50","Lafarge","98M3",28,8.2,2429.62962962963,1339,120.900740740741
"M-50","Lafarge","98M3",28,8.07,2391.11111111111,1489.7,120.900740740741
"M-70","Lafarge","3M3",7,8.69,2574.81481481481,1260.5,61.8518518518519
"M-70","Lafarge","3M3",7,8.77,2598.51851851852,858.7,61.8518518518519
"M-70","Lafarge","3M3",7,8.63,2557.03703703704,803.3,61.8518518518519
"M-70","Lafarge","3M3",28,8.59,2545.18518518519,1484,92.7851851851851
"M-70","Lafarge","3M3",28,8.665,2567.40740740741,1154.9,92.7851851851851
"M-70","Lafarge","3M3",28,8.62,2554.07407407407,1745.2,92.7851851851851
"M-50","Lafarge","23M3",7,8.54,2530.37037037037,987.4,82.3851851851852
"M-50","Lafarge","23M3",7,8.505,2520,836.3,82.3851851851852
"M-50","Lafarge","23M3",7,8.59,2545.18518518519,956.8,82.3851851851852
"M-50","Lafarge","23M3",28,8.45,2503.7037037037,1331.6,115.30962962963
"M-50","Lafarge","23M3",28,8.425,2496.2962962963,1350.9,115.30962962963
"M-50","Lafarge","23M3",28,8.53,2527.40740740741,1209.2,115.30962962963
"M-50","Lafarge","23M3",7,8.445,2502.22222222222,838.5,68.5866666666667
"M-50","Lafarge","23M3",7,8.53,2527.40740740741,845.4,68.5866666666667
"M-50","Lafarge","23M3",7,8.685,2573.33333333333,630.9,68.5866666666667
"M-50","Lafarge","23M3",28,8.66,2565.92592592593,1136.3,111.940740740741
"M-50","Lafarge","23M3",28,8.675,2570.37037037037,1332.2,111.940740740741
"M-50","Lafarge","23M3",28,8.45,2503.7037037037,1309.5,111.940740740741
"M-50","Lafarge","23M3",7,8.445,2502.22222222222,832.8,72.6074074074074
"M-50","Lafarge","23M3",7,8.55,2533.33333333333,765.2,72.6074074074074
"M-50","Lafarge","23M3",7,8.54,2530.37037037037,852.5,72.6074074074074
"M-50","Lafarge","23M3",28,8.66,2565.92592592593,1073.5,110.402962962963
"M-50","Lafarge","23M3",28,8.59,2545.18518518519,1463.8,110.402962962963
"M-50","Lafarge","23M3",28,8.59,2545.18518518519,1188.8,110.402962962963
"M-70","Lafarge","3m3",7,8.59,2545.18518518519,1036.4,63.6761904761904
"M-70","Lafarge","3m3",7,8.42,2494.81481481481,909.1,63.6761904761904
"M-70","Lafarge","3m3",7,8.495,2517.03703703704,1063.2,63.6761904761904
"M-70","Lafarge","3m3",28,8.365,2478.51851851852,1554.9,99.9428571428571
"M-70","Lafarge","3m3",28,8.425,2496.2962962963,1583.7,99.9428571428571
"M-70","Lafarge","3m3",28,8.465,2508.14814814815,1583.7,99.9428571428571
"M-70","Lafarge","9m3",7,8.18,2423.7037037037,1072.4,68.5396825396826
"M-70","Lafarge","9m3",7,8.285,2454.81481481481,1138.4,68.5396825396826
"M-70","Lafarge","9m3",7,8.295,2457.77777777778,1027.7,68.5396825396826
"M-70","Lafarge","9m3",28,8.575,2540.74074074074,1494.2,81.1132275132276
"M-70","Lafarge","9m3",28,8.55,2533.33333333333,1224.6,81.1132275132276
"M-70","Lafarge","9m3",28,8.51,2521.48148148148,1113.8,81.1132275132276
"M-70","Lafarge","9m3",7,8.28,2453.33333333333,925.6,63.7227513227513
"M-70","Lafarge","9m3",7,8.175,2422.22222222222,1127.9,63.7227513227513
"M-70","Lafarge","9m3",7,8.105,2401.48148148148,957.4,63.7227513227513
"M-70","Lafarge","9m3",28,8.395,2487.40740740741,1370,87.0920634920634
"M-70","Lafarge","9m3",28,8.36,2477.03703703704,1665.1,87.0920634920634
"M-70","Lafarge","9m3",28,8.4,2488.88888888889,1080,87.0920634920634
"M-70","Lafarge","6.5m3",7,8.56,2536.2962962963,1133.3,62.2539682539683
"M-70","Lafarge","6.5m3",7,8.635,2558.51851851852,822.9,62.2539682539683
"M-70","Lafarge","6.5m3",7,8.57,2539.25925925926,985.3,62.2539682539683
"M-70","Lafarge","6.5m3",28,8.35,2474.07407407407,334.5,62.9439153439153
"M-70","Lafarge","6.5m3",28,8.385,2484.44444444444,1328.2,62.9439153439153
"M-70","Lafarge","6.5m3",28,8.495,2517.03703703704,1311.4,62.9439153439153
"M-70","Lafarge","6.5m3",7,8.475,2511.11111111111,911.6,65.4624338624339
"M-70","Lafarge","6.5m3",7,8.515,2522.96296296296,1153.9,65.4624338624339
"M-70","Lafarge","6.5m3",7,8.725,2585.18518518519,1027.6,65.4624338624339
"M-70","Lafarge","6.5m3",28,8.565,2537.77777777778,1196.1,89.0031746031746
"M-70","Lafarge","6.5m3",28,8.448,2503.11111111111,1386.8,89.0031746031746
"M-70","Lafarge","6.5m3",28,8.545,2531.85185185185,1622.5,89.0031746031746
"M-50","Lafarge","49m3",7,8.44,2500.74074074074,843.2,77.9348148148148
"M-50","Lafarge","49m3",7,8.6,2548.14814814815,945.6,77.9348148148148
"M-50","Lafarge","49m3",7,8.6,2548.14814814815,841.5,77.9348148148148
"M-50","Lafarge","49m3",28,8.42,2494.81481481481,1203.2,111.164444444444
"M-50","Lafarge","49m3",28,8.405,2490.37037037037,1358.6,111.164444444444
"M-50","Lafarge","49m3",28,8.43,2497.77777777778,1190,111.164444444444
"M-50","Lafarge","49m3",7,8.54,2530.37037037037,27.5,41.4518518518518
"M-50","Lafarge","49m3",7,8.55,2533.33333333333,819,41.4518518518518
"M-50","Lafarge","49m3",7,8.435,2499.25925925926,552.5,41.4518518518518
"M-50","Lafarge","49m3",28,8.485,2514.07407407407,1190,109.063703703704
"M-50","Lafarge","49m3",28,8.49,2515.55555555556,1141.7,109.063703703704
"M-50","Lafarge","49m3",28,8.505,2520,1349.2,109.063703703704
"M-50","Lafarge","49m3",7,8.435,2499.25925925926,936.4,72.6459259259259
"M-50","Lafarge","49m3",7,8.355,2475.55555555556,732.7,72.6459259259259
"M-50","Lafarge","49m3",7,8.375,2481.48148148148,782.7,72.6459259259259
"M-50","Lafarge","49m3",28,8.5,2518.51851851852,1335.1,119.182222222222
"M-50","Lafarge","49m3",28,8.405,2490.37037037037,1305,119.182222222222
"M-50","Lafarge","49m3",28,8.385,2484.44444444444,1382.3,119.182222222222
"M-50","Lafarge","49m3",7,8.45,2503.7037037037,842.7,74.5422222222222
"M-50","Lafarge","49m3",7,8.395,2487.40740740741,815.2,74.5422222222222
"M-50","Lafarge","49m3",7,8.39,2485.92592592593,857.9,74.5422222222222
"M-50","Lafarge","49m3",28,8.455,2505.18518518519,1443.1,109.028148148148
"M-50","Lafarge","49m3",28,8.295,2457.77777777778,1203.2,109.028148148148
"M-50","Lafarge","49m3",28,8.33,2468.14814814815,1033.4,109.028148148148
"M-50","Lafarge","32m3",7,8.435,2499.25925925926,950,70.317037037037
"M-50","Lafarge","32m3",7,8.435,2499.25925925926,672.1,70.317037037037
"M-50","Lafarge","32m3",7,8.36,2477.03703703704,751.1,70.317037037037
"M-50","Lafarge","32m3",28,8.43,2497.77777777778,NA,118.662222222222
"M-50","Lafarge","32m3",28,8.395,2487.40740740741,1349,118.662222222222
"M-50","Lafarge","32m3",28,8.455,2505.18518518519,1320.9,118.662222222222
"M-50","Lafarge","32m3",7,8.255,2445.92592592593,839.6,75.9733333333333
"M-50","Lafarge","32m3",7,8.4,2488.88888888889,844.9,75.9733333333333
